site,position_0based,position_1based,modality,track_name,strand,assay,ontology_curie,reference,alternate,prediction_availability,delta_alt_minus_ref
offset_-31,42434922,42434923,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.0788440704345703e-05,1.3828277587890625e-05,both,3.039836883544922e-06
offset_-31,42434922,42434923,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0058283805847168e-06,1.2889504432678223e-06,both,2.8312206268310547e-07
offset_-32,42434921,42434922,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.7762184143066406e-05,2.4318695068359375e-05,both,6.556510925292969e-06
offset_-32,42434921,42434922,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.2069940567016602e-06,1.55717134475708e-06,both,3.501772880554199e-07
offset_-32,42434921,42434922,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.014636993408203e-05,2.753734588623047e-05,both,7.3909759521484375e-06
offset_-32,42434921,42434922,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,1.996755599975586e-06,both,4.3958425521850586e-07
offset_-33,42434920,42434921,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.0788440704345703e-05,1.4722347259521484e-05,both,3.933906555175781e-06
offset_-33,42434920,42434921,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,8.307397365570068e-07,1.1399388313293457e-06,both,3.0919909477233887e-07
offset_-33,42434920,42434921,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.2993812561035156e-05,1.6689300537109375e-05,both,3.6954879760742188e-06
offset_-33,42434920,42434921,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.1399388313293457e-06,1.4603137969970703e-06,both,3.203749656677246e-07
offset_-34,42434919,42434920,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.0788440704345703e-05,1.2993812561035156e-05,both,2.205371856689453e-06
offset_-34,42434919,42434920,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,9.424984455108643e-07,1.1399388313293457e-06,both,1.9744038581848145e-07
offset_-34,42434919,42434920,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.2993812561035156e-05,1.5735626220703125e-05,both,2.7418136596679688e-06
offset_-34,42434919,42434920,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,1.4603137969970703e-06,both,1.7136335372924805e-07
offset_-35,42434918,42434919,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.150369644165039e-05,1.4722347259521484e-05,both,3.2186508178710938e-06
offset_-35,42434918,42434919,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,8.866190910339355e-07,1.1399388313293457e-06,both,2.5331974029541016e-07
offset_-35,42434918,42434919,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.3828277587890625e-05,1.6689300537109375e-05,both,2.86102294921875e-06
offset_-35,42434918,42434919,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2069940567016602e-06,1.4603137969970703e-06,both,2.5331974029541016e-07
offset_-36,42434917,42434918,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.7762184143066406e-05,2.1457672119140625e-05,both,3.6954879760742188e-06
offset_-36,42434917,42434918,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.2889504432678223e-06,1.55717134475708e-06,both,2.682209014892578e-07
offset_-36,42434917,42434918,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.014636993408203e-05,2.4318695068359375e-05,both,4.172325134277344e-06
offset_-36,42434917,42434918,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.6540288925170898e-06,1.996755599975586e-06,both,3.427267074584961e-07
offset_-37,42434916,42434917,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.150369644165039e-05,1.4722347259521484e-05,both,3.2186508178710938e-06
offset_-37,42434916,42434917,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0654330253601074e-06,1.3709068298339844e-06,both,3.0547380447387695e-07
offset_-37,42434916,42434917,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.2993812561035156e-05,1.6689300537109375e-05,both,3.6954879760742188e-06
offset_-37,42434916,42434917,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,1.6540288925170898e-06,both,2.8312206268310547e-07
offset_-38,42434915,42434916,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.3828277587890625e-05,1.895427703857422e-05,both,5.125999450683594e-06
offset_-38,42434915,42434916,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,9.424984455108643e-07,1.2889504432678223e-06,both,3.46451997756958e-07
offset_-38,42434915,42434916,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.1457672119140625e-05,both,4.76837158203125e-06
offset_-38,42434915,42434916,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,1.7583370208740234e-06,both,4.6938657760620117e-07
offset_-39,42434914,42434915,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.3828277587890625e-05,1.6689300537109375e-05,both,2.86102294921875e-06
offset_-39,42434914,42434915,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.1399388313293457e-06,1.3709068298339844e-06,both,2.3096799850463867e-07
offset_-39,42434914,42434915,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.014636993408203e-05,both,3.4570693969726562e-06
offset_-39,42434914,42434915,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,1.8775463104248047e-06,both,3.203749656677246e-07
offset_-4,42434949,42434950,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.4722347259521484e-05,2.1457672119140625e-05,both,6.735324859619141e-06
offset_-4,42434949,42434950,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,5.029141902923584e-07,8.307397365570068e-07,both,3.2782554626464844e-07
offset_-4,42434949,42434950,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.276897430419922e-05,both,6.079673767089844e-06
offset_-4,42434949,42434950,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,7.82310962677002e-07,1.2069940567016602e-06,both,4.246830940246582e-07
offset_-40,42434913,42434914,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.3828277587890625e-05,1.7762184143066406e-05,both,3.933906555175781e-06
offset_-40,42434913,42434914,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,9.424984455108643e-07,1.2069940567016602e-06,both,2.644956111907959e-07
offset_-40,42434913,42434914,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.1457672119140625e-05,both,4.76837158203125e-06
offset_-40,42434913,42434914,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,1.6540288925170898e-06,both,2.8312206268310547e-07
offset_-41,42434912,42434913,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.7762184143066406e-05,2.1457672119140625e-05,both,3.6954879760742188e-06
offset_-41,42434912,42434913,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.2889504432678223e-06,1.55717134475708e-06,both,2.682209014892578e-07
offset_-41,42434912,42434913,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.1457672119140625e-05,2.4318695068359375e-05,both,2.86102294921875e-06
offset_-41,42434912,42434913,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.7583370208740234e-06,2.115964889526367e-06,both,3.5762786865234375e-07
offset_-42,42434911,42434912,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.3828277587890625e-05,1.7762184143066406e-05,both,3.933906555175781e-06
offset_-42,42434911,42434912,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.1399388313293457e-06,1.3709068298339844e-06,both,2.3096799850463867e-07
offset_-42,42434911,42434912,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.014636993408203e-05,both,3.4570693969726562e-06
offset_-42,42434911,42434912,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.55717134475708e-06,1.8775463104248047e-06,both,3.203749656677246e-07
offset_-43,42434910,42434911,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,9.5367431640625e-06,1.150369644165039e-05,both,1.9669532775878906e-06
offset_-43,42434910,42434911,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,7.338821887969971e-07,8.866190910339355e-07,both,1.5273690223693848e-07
offset_-43,42434910,42434911,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.150369644165039e-05,1.3828277587890625e-05,both,2.3245811462402344e-06
offset_-43,42434910,42434911,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0058283805847168e-06,1.2069940567016602e-06,both,2.0116567611694336e-07
offset_-44,42434909,42434910,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.4722347259521484e-05,1.7762184143066406e-05,both,3.039836883544922e-06
offset_-44,42434909,42434910,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,9.424984455108643e-07,1.0654330253601074e-06,both,1.2293457984924316e-07
offset_-44,42434909,42434910,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.7762184143066406e-05,2.014636993408203e-05,both,2.384185791015625e-06
offset_-44,42434909,42434910,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,1.4603137969970703e-06,both,1.7136335372924805e-07
offset_-45,42434908,42434909,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.3828277587890625e-05,1.895427703857422e-05,both,5.125999450683594e-06
offset_-45,42434908,42434909,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0654330253601074e-06,1.3709068298339844e-06,both,3.0547380447387695e-07
offset_-45,42434908,42434909,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.1457672119140625e-05,both,4.76837158203125e-06
offset_-45,42434908,42434909,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.4603137969970703e-06,1.8775463104248047e-06,both,4.172325134277344e-07
offset_-46,42434907,42434908,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.3828277587890625e-05,1.895427703857422e-05,both,5.125999450683594e-06
offset_-46,42434907,42434908,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,8.307397365570068e-07,1.0654330253601074e-06,both,2.3469328880310059e-07
offset_-46,42434907,42434908,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.1457672119140625e-05,both,4.76837158203125e-06
offset_-46,42434907,42434908,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2069940567016602e-06,1.55717134475708e-06,both,3.501772880554199e-07
offset_-47,42434906,42434907,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.2218952178955078e-05,1.6689300537109375e-05,both,4.470348358154297e-06
offset_-47,42434906,42434907,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,9.424984455108643e-07,1.2069940567016602e-06,both,2.644956111907959e-07
offset_-47,42434906,42434907,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.4722347259521484e-05,1.895427703857422e-05,both,4.231929779052734e-06
offset_-47,42434906,42434907,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,1.6540288925170898e-06,both,3.650784492492676e-07
offset_-48,42434905,42434906,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.2993812561035156e-05,1.7762184143066406e-05,both,4.76837158203125e-06
offset_-48,42434905,42434906,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.891787052154541e-07,9.424984455108643e-07,both,2.5331974029541016e-07
offset_-48,42434905,42434906,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.5735626220703125e-05,2.014636993408203e-05,both,4.410743713378906e-06
offset_-48,42434905,42434906,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0058283805847168e-06,1.2889504432678223e-06,both,2.8312206268310547e-07
offset_-49,42434904,42434905,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.6689300537109375e-05,2.1457672119140625e-05,both,4.76837158203125e-06
offset_-49,42434904,42434905,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,8.866190910339355e-07,1.1399388313293457e-06,both,2.5331974029541016e-07
offset_-49,42434904,42434905,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.014636993408203e-05,2.4318695068359375e-05,both,4.172325134277344e-06
offset_-49,42434904,42434905,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.2889504432678223e-06,1.4603137969970703e-06,both,1.7136335372924805e-07
offset_-5,42434948,42434949,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.6689300537109375e-05,2.276897430419922e-05,both,6.079673767089844e-06
offset_-5,42434948,42434949,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0058283805847168e-06,1.3709068298339844e-06,both,3.650784492492676e-07
offset_-5,42434948,42434949,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.895427703857422e-05,2.4318695068359375e-05,both,5.364418029785156e-06
offset_-5,42434948,42434949,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,1.8775463104248047e-06,both,5.066394805908203e-07
offset_-6,42434947,42434948,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.150369644165039e-05,1.4722347259521484e-05,both,3.2186508178710938e-06
offset_-6,42434947,42434948,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,1.0058283805847168e-06,1.2069940567016602e-06,both,2.0116567611694336e-07
offset_-6,42434947,42434948,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.3828277587890625e-05,1.6689300537109375e-05,both,2.86102294921875e-06
offset_-6,42434947,42434948,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.3709068298339844e-06,1.6540288925170898e-06,both,2.8312206268310547e-07
offset_-7,42434946,42434947,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,2.276897430419922e-05,2.014636993408203e-05,both,-2.6226043701171875e-06
offset_-7,42434946,42434947,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,6.48200511932373e-07,6.48200511932373e-07,both,0.0
offset_-7,42434946,42434947,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,2.586841583251953e-05,2.276897430419922e-05,both,-3.0994415283203125e-06
offset_-7,42434946,42434947,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0058283805847168e-06,9.424984455108643e-07,both,-6.332993507385254e-08
offset_-8,42434945,42434946,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.2218952178955078e-05,1.6689300537109375e-05,both,4.470348358154297e-06
offset_-8,42434945,42434946,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,7.338821887969971e-07,1.0654330253601074e-06,both,3.3155083656311035e-07
offset_-8,42434945,42434946,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.4722347259521484e-05,1.895427703857422e-05,both,4.231929779052734e-06
offset_-8,42434945,42434946,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.0654330253601074e-06,1.4603137969970703e-06,both,3.948807716369629e-07
offset_-9,42434944,42434945,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,+,polyA plus RNA-seq,CL:0000624,1.3828277587890625e-05,1.6689300537109375e-05,both,2.86102294921875e-06
offset_-9,42434944,42434945,splice_site_usage,usage_CL:0000624 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0000624,7.82310962677002e-07,1.0058283805847168e-06,both,2.2351741790771484e-07
offset_-9,42434944,42434945,splice_site_usage,usage_CL:0000624 total RNA-seq,+,total RNA-seq,CL:0000624,1.6689300537109375e-05,2.014636993408203e-05,both,3.4570693969726562e-06
offset_-9,42434944,42434945,splice_site_usage,usage_CL:0000624 total RNA-seq,-,total RNA-seq,CL:0000624,1.1399388313293457e-06,1.3709068298339844e-06,both,2.3096799850463867e-07
