experiment,file_accession,group,source_line,chromosome,start0,end0,source_fields_json
ENCSR400VWA,ENCFF366GZW,H3K4me1,93715,chr19,46487766,46488200,"[""chr19"",""46487766"",""46488200"",""Peak_93715"",""39"",""."",""4.87025"",""7.53305"",""5.86527"",""195""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,94719,chr19,46575886,46576468,"[""chr19"",""46575886"",""46576468"",""Peak_94719"",""38"",""."",""4.48791"",""7.38582"",""5.72391"",""426""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,95095,chr19,46555101,46555400,"[""chr19"",""46555101"",""46555400"",""Peak_95095"",""37"",""."",""5.14893"",""7.29092"",""5.63203"",""183""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,95938,chr19,46577482,46577832,"[""chr19"",""46577482"",""46577832"",""Peak_95938"",""37"",""."",""4.98665"",""7.19831"",""5.54396"",""171""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,97074,chr19,47176582,47177005,"[""chr19"",""47176582"",""47177005"",""Peak_97074"",""35"",""."",""4.41862"",""6.94497"",""5.29724"",""274""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,99268,chr19,46544677,46544979,"[""chr19"",""46544677"",""46544979"",""Peak_99268"",""34"",""."",""4.65421"",""6.68330"",""5.04395"",""175""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,99269,chr19,46575463,46575833,"[""chr19"",""46575463"",""46575833"",""Peak_99269"",""34"",""."",""4.65421"",""6.68330"",""5.04395"",""127""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,99270,chr19,47095437,47096421,"[""chr19"",""47095437"",""47096421"",""Peak_99270"",""34"",""."",""4.43817"",""6.68330"",""5.04395"",""679""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,102644,chr19,47240072,47240357,"[""chr19"",""47240072"",""47240357"",""Peak_102644"",""32"",""."",""4.62199"",""6.37162"",""4.75049"",""174""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,102998,chr19,46493899,46494269,"[""chr19"",""46493899"",""46494269"",""Peak_102998"",""32"",""."",""4.58472"",""6.31450"",""4.69525"",""163""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,107250,chr19,46576972,46577378,"[""chr19"",""46576972"",""46577378"",""Peak_107250"",""30"",""."",""4.22212"",""5.86499"",""4.26262"",""181""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,107251,chr19,46914165,46914658,"[""chr19"",""46914165"",""46914658"",""Peak_107251"",""30"",""."",""4.00608"",""5.86499"",""4.26262"",""100""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,109997,chr19,46830631,46830925,"[""chr19"",""46830631"",""46830925"",""Peak_109997"",""29"",""."",""4.52797"",""5.73619"",""4.14677"",""176""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,111284,chr19,46540802,46541205,"[""chr19"",""46540802"",""46541205"",""Peak_111284"",""29"",""."",""4.18019"",""5.69103"",""4.10756"",""151""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,111691,chr19,46550393,46550648,"[""chr19"",""46550393"",""46550648"",""Peak_111691"",""29"",""."",""4.14967"",""5.64367"",""4.06181"",""154""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,113758,chr19,46471212,46471412,"[""chr19"",""46471212"",""46471412"",""Peak_113758"",""28"",""."",""4.06203"",""5.43798"",""3.86563"",""130""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,113759,chr19,46914760,46915056,"[""chr19"",""46914760"",""46915056"",""Peak_113759"",""28"",""."",""4.32338"",""5.43798"",""3.86563"",""176""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,113898,chr19,46720271,46720492,"[""chr19"",""46720271"",""46720492"",""Peak_113898"",""27"",""."",""4.02954"",""5.38748"",""3.81575"",""191""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,116085,chr19,46786937,46787322,"[""chr19"",""46786937"",""46787322"",""Peak_116085"",""25"",""."",""3.79004"",""5.08049"",""3.51698"",""136""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,118616,chr19,46917612,46917852,"[""chr19"",""46917612"",""46917852"",""Peak_118616"",""24"",""."",""3.91313"",""4.83636"",""3.28448"",""94""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,120335,chr19,46254849,46255077,"[""chr19"",""46254849"",""46255077"",""Peak_120335"",""24"",""."",""3.92738"",""4.78811"",""3.24062"",""127""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,120718,chr19,46340306,46340532,"[""chr19"",""46340306"",""46340532"",""Peak_120718"",""24"",""."",""3.33840"",""4.73472"",""3.19112"",""164""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,121907,chr19,46548602,46549430,"[""chr19"",""46548602"",""46549430"",""Peak_121907"",""24"",""."",""3.18141"",""4.70046"",""3.16195"",""185""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,122481,chr19,46729665,46729925,"[""chr19"",""46729665"",""46729925"",""Peak_122481"",""23"",""."",""3.80069"",""4.60173"",""3.06705"",""140""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,122786,chr19,47108251,47108647,"[""chr19"",""47108251"",""47108647"",""Peak_122786"",""23"",""."",""3.17012"",""4.50672"",""2.97345"",""144""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,125789,chr19,46736577,46736944,"[""chr19"",""46736577"",""46736944"",""Peak_125789"",""21"",""."",""3.54350"",""4.22235"",""2.70369"",""134""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,130451,chr19,46761477,46761725,"[""chr19"",""46761477"",""46761725"",""Peak_130451"",""20"",""."",""3.35928"",""3.93076"",""2.43465"",""157""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,130552,chr19,46848646,46848870,"[""chr19"",""46848646"",""46848870"",""Peak_130552"",""19"",""."",""3.59737"",""3.88975"",""2.39426"",""78""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,132192,chr19,46629271,46629471,"[""chr19"",""46629271"",""46629471"",""Peak_132192"",""18"",""."",""3.14190"",""3.62443"",""2.13737"",""52""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,132731,chr19,46757521,46757736,"[""chr19"",""46757521"",""46757736"",""Peak_132731"",""17"",""."",""3.12671"",""3.58429"",""2.10220"",""20""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,133189,chr19,46737033,46737404,"[""chr19"",""46737033"",""46737404"",""Peak_133189"",""17"",""."",""2.79253"",""3.56270"",""2.08245"",""49""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,133931,chr19,46614371,46614606,"[""chr19"",""46614371"",""46614606"",""Peak_133931"",""17"",""."",""2.84253"",""3.53412"",""2.05723"",""56""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,135148,chr19,46697821,46698021,"[""chr19"",""46697821"",""46698021"",""Peak_135148"",""16"",""."",""3.15941"",""3.26449"",""1.79724"",""33""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,135414,chr19,46524800,46525089,"[""chr19"",""46524800"",""46525089"",""Peak_135414"",""16"",""."",""3.11262"",""3.21978"",""1.75829"",""205""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,135618,chr19,46728599,46729382,"[""chr19"",""46728599"",""46729382"",""Peak_135618"",""15"",""."",""2.43513"",""3.15615"",""1.69747"",""494""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,136763,chr19,46764843,46765043,"[""chr19"",""46764843"",""46765043"",""Peak_136763"",""14"",""."",""2.92586"",""2.95990"",""1.50851"",""98""]"
ENCSR400VWA,ENCFF366GZW,H3K4me1,139144,chr19,46756778,46756980,"[""chr19"",""46756778"",""46756980"",""Peak_139144"",""11"",""."",""2.00304"",""2.26336"",""0.86942"",""53""]"
